Topic 1,Topic 2,Co-occurrence Count
ימים נוראים,מעגל השנה,376.0
God,People,375.0
Rabbi Michael Maor,קבלה,375.0
Rabbi Yehuda Ashlag,Ten Sefirot,375.0
Beit Hamikdash,Tisha B'av,374.5
Korbanot,Prayer,373.5
Megillah,Vashti,373.5
מנהיגות,מעגל השנה,373.0
Penimiut,Rabbi Michael Maor,372.5
Abraham,Chassidut,372.0
Candles,Light,372.0
David,Tanakh,372.0
Etrog,Lulav,372.0
Free Will,Theology,372.0
Seder,The Four Sons,372.0
אמונות ודעות,בית מדרש אלול,372.0
Discussion,Hillel,371.0
Esau,Isaac,371.0
Planting,Trees,371.0
Family,Tanakh,370.0
High Holidays,Law,370.0
Jacob,Toldot,370.0
Judgement,Rosh Hashanah,370.0
Legal Text,Tikkun Olam,370.0
Penimiut,רבי מיכאל מאור,370.0
Vital Transformation,הרב יהודה אשלג,370.0
אחריות וסולידריות,קהילה,369.0
Moses,Shemot,368.5
Bar Mitzvah,Bat Mitzvah,368.0
Community,God,368.0
Hillel,Torah Study,368.0
Holiness,Kedoshim,368.0
Midrash,Torah,368.0
Linguistics,Tanakh,367.5
Mourning,Tisha B'av,367.5
Situating Nouns,Translation,367.5
Tefilla,Women,367.5
Isaac,Rebecca,366.0
Berachot,Commandments,365.0
Commandments,Shema,365.0
Ethics,Justice,365.0
Justice,Moses,365.0
Obligation,Torah,365.0
Parents,Ten Commandments,365.0
Rabbi Yehuda Ashlag,הרב יהודה אשלג,365.0
Mitzvot,Theology,364.5
Creation,Environment,364.0
David,Shmuel,364.0
Egypt,Pharaoh,364.0
Esther,Masks,364.0
Food,Thanksgiving,364.0
Israel,Redemption,364.0
Bereshit,Creation,363.0
Image,People,363.0
Parashat Pinchas,Pinchas,363.0
אחריות וסולידריות,מידות וערכים,363.0
מעגל השנה,שבועות,362.0
יחיד וחברה,משמעות החיים,361.5
Environment,Ethical Consumption,361.0
Book of Esther,Esther,360.5
D’var Torah,Relationships,360.5
Maharat,Midrash,360.5
Abortion,Ethics,360.0
Bat Kol,Debate,360.0
Body,Health,360.0
Chassidut,Philosophy,360.0
Economic Justice,Social Justice,360.0
Jonah,Prophets,360.0
Kabbalah,Talmud,360.0
Lecha Dodi,Mysticism,360.0
Moses,Sinai,360.0
Parashat Eikev,Prayer,360.0
Commandments,Kashrut,357.5
Exodus,Shemot,357.5
Passover,Redemption,357.5
Holidays,Rambam,357.0
Miriam,Women in Tanach,357.0
Animals,Environment,356.0
Eating,God,356.0
Education,Tzedakah,356.0
Jonah,Tanakh,356.0
Esther,Mitzvot,355.5
Gender,Kabbalah,355.5
Maharat,Pesach,355.5
Forgiveness,High Holidays,355.0
Rabbi Eliyahu Jian,הרב יהודה אשלג,355.0
Chassidut,Rosh Hashanah,354.0
God,Middot,353.5
Chassidut,Rambam,352.5
2020,Rosh Hashanah,352.0
5781,Rosh Hashanah,352.0
Commandments,Revelation,352.0
Community,Haggadah,352.0
Creation,Eve,352.0
Holidays,Talmud,352.0
Law,Leadership,352.0
Moses,Women,352.0
Psalms,Tanakh,352.0
Gossip,Lashon Hara,351.0
Mitzvot,Revelation,351.0
Mitzvot,Parashat Eikev,351.0
NJPS,Tanakh,351.0
Calendar,Holidays,350.0
Ecclesiastes,Sukkot,350.0
Gender Fluid,LGBT,350.0
Justice,Land,350.0
Shmuel,Tanakh,350.0
Beit Hamikdash,Mourning,348.0
Ethics,Fetus,348.0
God,Leadership,348.0
Honoring Parents,Parents,348.0
Korach,Torah,348.0
Maimonides,Mitzvot,348.0
Rabbi Shimon Bar Yochai,Study,348.0
מעגל השנה,תעניות,347.0
Chanukah,Chanukkah,346.5
God,Shema,346.5
God,Parashah,346.5
Kashrut,Parashat Shemini,346.5
Midrash,Redemption,346.5
Philosophy,Tikkun Olam,346.5
Environmentalism,Trees,346.0
מעגל השנה,פרשת השבוע,346.0
Choice,Theology,345.0
High Holidays,Theology,345.0
Korbanot,Parashat Vayikra,345.0
Law,Speech,345.0
אמונה,יחיד וחברה,345.0
יום העצמאות,יחיד וחברה,345.0
Commandments,Israel,344.5
Community,Kindness,344.0
Guns,Violence,344.0
Humility,Leadership,344.0
LGBTQ,Transgender,344.0
Philosophy,Tanakh,344.0
Prophecy,Tanakh,344.0
Repentance,Tanakh,344.0
Sukkot,Yom Kippur,344.0
Theology,Torah,344.0
Elul,Teshuva,343.0
Leadership,Maharat,343.0
God,Mishkan,342.0
Justice,Shmita,342.0
LGBT,Queer,342.0
Masei,Matot,342.0
Chassidut,Tshuva,341.0
Hanukkah,Hillel,341.0
Hanukkah,Shammai,341.0
Food,Pesach,340.0
God,Thanksgiving,340.0
Humility,Moses,340.0
Kabbalah,Torah Study,340.0
Love,Relationships,340.0
Noach,Noah,340.0
People,Tanakh,340.0
Rosh Hashanah,Rosh Hashanah and Yom Kippur Prayers,340.0
Rosh Hashanah,Sermons,340.0
Hebrew,Situating Nouns,339.5
Joshua,Leadership,339.5
אמונות ודעות,שכר ועונש,339.0
Debate,Torah,338.0
Debate,Menorah,338.0
Menorah,Sacrifice,338.0
Menorah,Sukkot,338.0
Ethical Consumption,Food & Ethics,337.5
High Holidays,New Year,337.5
Community,Inclusion,336.0
Death,Olam Haba,336.0
Devash,Hebrew,336.0
Economic Justice,Poverty,336.0
Esau,Toldot,336.0
God,Repentance,336.0
Jacob,Parashat Toldot,336.0
Judgement,Justice,336.0
Law,Rabbinic Authority,336.0
Rosh Hashanah,Sermons on Sefaria,336.0
Seder,Wine,336.0
Sin,Theology,335.5
Justice,Tanakh,335.0
People,Tzelem Elohim,335.0
יחיד וחברה,תורה,335.0
Devash,Halakhah,332.5
Freedom,Passover,332.5
Megillat Esther,Purim,332.5
Parashah,Talmud,332.5
Sex,Sexuality,332.5
Candles,Sukkot,332.0
Conversion,Shavuot,332.0
Egypt,Joseph,332.0
Justice,Refugees,332.0
Maharat,Prayer,332.0
Purim,Yom Kippur,332.0
Holidays,Justice,331.5
מעגל השנה,פסח,331.0
Chassidut,Holidays,330.0
God,High Holidays,330.0
Jewish Sensibilities,Wisdom,330.0
Jewish Wisdom,Wisdom,330.0
Kabbalah,רבי אליהו ג'יאן,330.0
Kavod,Respect,330.0
Mysticism,Sephirot,330.0
Parsha,Torah,330.0
Penimiut,הרב יהודה אשלג,330.0
Rambam,Theology,330.0
Sensibilities,Wisdom,330.0
אמונות ודעות,חינוך,330.0
קבלה,רבי אליהו ג'יאן,330.0
Parashat Bereishit,Parashat Noach,329.0
Sinai,Yitro,329.0
Israel,Parashat Lech Lecha,328.5
Kindness,Shavuot,328.0
Moses,Passover,328.0
Parashat Emor,Sukkot,328.0
Passover,Wine,328.0
Tanakh,Women,328.0
Trees,Tu B'shvat,328.0
Kabbalah,תלמוד עשר הספירות,327.0
Lippman Kanfer Foundation for Living Torah,Wisdom,327.0
Alcohol,Wine,325.5
Amidah,Tefilla,325.5
Hagar,Sarah,325.5
Abortion,Choice,325.0
Children,Parenting,325.0
Midrash,Pesach,325.0
God,Maimonides,324.5
Abraham,Rosh Hashanah,324.0
Abraham,Theology,324.0
Creation,Trees,324.0
Eating,Thanksgiving,324.0
Gender,LGBTQ,324.0
Gender,The Hebrew Language,324.0
Halacha,Shabbat,324.0
Havdalah,Shabbat,324.0
Kavanah,Prayer,324.0
Rabbi Michael Maor,רבי מיכאל מאור,324.0
Chassidut,Maimonides,322.5
Community,Student,322.5
Akeidah,Rosh Hashanah,322.0
Egypt,Women in Tanach,322.0
התבגרות,חיי אדם,321.0
Abraham,Eretz Yisrael,320.0
Commandments,Tikkun Olam,320.0
Community,Repentance,320.0
Conversion,Ruth,320.0
Egypt,Tanakh,320.0
Environment,Environmentalism,320.0
Holiness,Shabbat,320.0
Honoring Parents,Ten Commandments,320.0
Justice,Shemitah,320.0
Justice,Punishment,320.0
LGBT,Transgender in Judaism,320.0
Middle School,Student Work,320.0
Repentance,Theology,320.0
Sexuality,Women,320.0
Shammai,Torah,320.0
Chosenness,Shavuot,319.5
Kashrut,Mitzvot,319.5
Mitzvot,Thanksgiving,319.5
Obligation,Tikkun Olam,319.5
בית המדרש ממזרח שמש,יחיד וחברה,319.5
יחיד וחברה,שלום,319.5
Israel,Mitzvot,319.0
Parasha,Parsha,319.0
Afterlife,Death,318.5
Bat Kol,Discussion,318.5
Names,Shemot,318.5
Alcohol,Drinking,318.0
Commentary,Tikkun Olam,318.0
Discussion,Machloket,318.0
Situating Nouns,Tanakh,318.0
Education,Teaching,316.0
Friendship,Pirkei Avot,316.0
Sefirot,Talmud,316.0
Berachot,God,315.0
Biblical Hebrew,Linguistics,315.0
Blog,Sefaria,315.0
Captives,Community,315.0
Choice,Pregnancy,315.0
Chosenness,Parashat Yitro,315.0
Commentaries,Devash,315.0
Disagreement,Machloket,315.0
Esau,Parashat Toldot,315.0
Haman,Megillah,315.0
Kabbalah,LGBT,315.0
Linguistics,The Hebrew Language,315.0
Rabbi Eliyahu Jian,Sefirot,315.0
Rosh Hashanah,Tashlich,315.0
Shema,Torah,315.0
המדרשה באורנים,יחיד וחברה,315.0
Commandments,Tanakh,313.5
Darkness,Redemption,313.5
Light,Redemption,313.5
Middot,Mussar,313.5
אדם ומרחב,מעגל השנה,313.0
Bal Tashchit,Ecology,312.0
Community,Theology,312.0
Eating,Tzedakah,312.0
God,Tzedakah,312.0
Justice,Redemption,312.0
Law,Yom Kippur,312.0
Torah Study,Zohar,312.0
Beit Hamikdash,Fasting,311.5
Esther,Megilat Esther,311.5
Jacob,Rebecca,311.5
How To,Sefaria,310.5
Moses,Prayer,310.5
Body,Law,310.0
Choice,Women,310.0
Civil Discourse,Discussion,310.0
Law,Sinai,310.0
Speech,Tanakh,310.0
Abraham,Land,308.0
Berakhot,Blessings,308.0
Children,Education,308.0
Commandments,Parents,308.0
Commandments,Love,308.0
Commandments,Sacrifices,308.0
Commandments,Korbanot,308.0
Community,Holy People,308.0
Discussion,Korach,308.0
Esther,Jonah,308.0
Gender,Gender in Judaism,308.0
Golden Calf,Moses,308.0
Law,Sin,308.0
Mitzvot,Shema,308.0
Parashat Shelach,Spies,308.0
Parashat Shemot,Shemot,308.0
Rabbi Yehuda Ashlag,Sefirot,308.0
Biblical Hebrew,Peshat,307.5
High Holidays,Middot,306.0
LGBT,LGBTQ,306.0
Trans Torah,Transgender in Judaism,306.0
Judgement,Judges,305.5
Mysticism,קבלה,305.5
Chanukah,חנוכה,305.0
Chanukah,Shabbat,305.0
Israel,Jacob,305.0
Middot,Repentance,304.5
Sefirot,Vital Transformation,304.5
Children,Honoring Parents,304.0
Food,Passover,304.0
Rest,Shabbat,304.0
Blessings,Creation,302.5
Commandments,Responsibility,302.5
Hanukkah,Sacrifice,302.5
Justice,Prayer,302.5
Justice,Tzedek,302.5
Community,Debate,302.0
Prayer,Shacharit,301.5
אמונות ודעות,צדק חברתי,301.5
Parashah,Relationships,301.0
אחריות וסולידריות,העם היהודי,300.5
Children,Ten Commandments,300.0
Community,Parashat Lech Lecha,300.0
Creation,People,300.0
Creation,Transgender,300.0
Darkness,Parashat Bo,300.0
David,Ruth,300.0
Environment,Tu Bishvat,300.0
Gender Fluid,Transgender,300.0
Love,Marriage,300.0
Mitzvot,Tikkun Olam,300.0
Pesach,פסח,300.0
Philosophy,Repentance,300.0
Pirkei Avot,Teaching,300.0
Mysticism,לכה דודי,299.0
העם היהודי,זהות,299.0
Berachot,Food,297.5
Midrash,Parashah,297.5
Peshat,The Hebrew Language,297.5
אמונות ודעות,ימים נוראים,297.5
Chanukah,Hannukah,297.0
Chassidut,D’var Torah,297.0
Family,Parashah,297.0
Gender,Obligation,297.0
Image,Tzelem Elohim,297.0
Maimonides,Philosophy,297.0
Prophecy and Wisdom Literature,Tikkun Olam,297.0
Protection,Redemption,297.0
Redemption,Seder,297.0
Shmita,Shmittah,297.0
Book of Esther,Mordechai,296.0
Elul,Shofar,296.0
Hillel,Law,296.0
Thanksgiving,Tzedakah,296.0
Yom Kippur,Yonah,296.0
יחיד וחברה,נישואין וזוגיות,295.5
Discussion,Hillel and Shammai,295.0
Environment,Narrative Text,295.0
Korban Pesach,Pesach,295.0
Moses,Speech,295.0
Obligation,Purim,295.0
Community,Parsha,294.5
Chanukah,War,294.0
Holidays,Maimonides,294.0
Joshua,Moses,294.0
Korach,Speech,294.0
Moses,Yitro,294.0
Tefilla,Tzedakah,294.0
Biblical Hebrew,NJPS,292.5
Immigration,Justice,292.5
Mysticism,Theology,292.5
NJPS,The Hebrew Language,292.5
RJPS,The Hebrew Language,292.5
Abraham,Tzedakah,292.0
Berachot,Mitzvot,292.0
Free Will,Hardening of the Heart,292.0
Free Will,God,292.0
Freedom,Slavery,292.0
God,Purim,292.0
Kaddish,Mourning,292.0
Leadership,Parashat Shemot,292.0
Middle School,Pesach,292.0
Nature,Tanakh,292.0
Blessings,Shabbat,291.5
Holidays,Prophets,291.5
Discrimination & Diversity,Tikkun Olam,291.0
"היחס ל""אחר""",מידות וערכים,291.0
Berachot,Thanksgiving,290.5
Pesach,Wine,290.0
Pesach,Shavuot,290.0
Abraham,Welcoming Guests,288.0
Adam,God,288.0
Advocacy,Discrimination & Diversity,288.0
Angels,Jacob,288.0
Chassidut,Repentance,288.0
Creation,Darkness,288.0
Freedom,Pesach,288.0
God,Parashat Eikev,288.0
Hashkiveinu,Redemption,288.0
Jacob,Prayer,288.0
Kabbalah,Transgender,288.0
Mishna,Mishnayos,288.0
Pesach,Spreading the Light 2015,288.0
Spirituality,Torah Study,288.0
Talmud,Torah,288.0
התבגרות,יחיד וחברה,287.5
Gender,Peshat,287.0
Machloket,Torah,287.0
Debate,Hanukkah,286.0
Fire,Hanukkah,286.0
Hillel Shammai,Menorah,286.0
Hillel vs Shammai,Menorah,286.0
Noach,Parashat Noach,286.0
Devash,Parshanut,285.0
Hanukkah,Miracles,285.0
Kabbalah,Tikkun,285.0
Middah,Mussar,285.0
גשר - מפעלים חינוכיים,יחיד וחברה,285.0
חנוכה,מעגל השנה,285.0
מגילת אסתר,פורים,285.0
Esther,Women,284.0
Ethics,Violence,284.0
Land,Nature,284.0
Moses,Prophets,284.0
Parashat Eikev,Thanksgiving,284.0
Parashat Eikev,Tzedakah,284.0
Tanakh,Torah Study,284.0
Torah,Women,284.0
Abraham,Hagar,283.5
Berachot,Eating,283.5
Parashat Behar,Shemitah,283.5
Queer,Transgender in Judaism,283.5
Transgender,Transgender in Judaism,283.5
זהות,מעגל השנה,283.0
Gender Fluid,Trans Torah,282.5
Chassidut,Love,282.0
Commandments,Philosophy,280.5
Holidays,Jonah,280.5
Israel,Prayer,280.5
Megillah,Mordechai,280.5
929,יחיד וחברה,280.0
Abortion,Women,280.0
Alcohol,Purim,280.0
Chanukah,Women,280.0
Community,Philosophy,280.0
Egypt,Midrash,280.0
Esther,Mishloach Manot,280.0
God,Prophets,280.0
Golden Calf,Ki Tisa,280.0
Gun Control,Guns,280.0
Homosexuality,Sexuality,280.0
Israel,Tanakh,280.0
Kindness,Tzelem Elohim,280.0
Love,Shema,280.0
Mishkan,Shabbat,280.0
Passover,Tanakh,280.0
Pesach,Tanakh,280.0
Rabbi Eliyahu Jian,Torah Study,280.0
Rabbi Eliyahu Jian,Talmud,280.0
Rest,Shmita,280.0
Tanakh,Yom Tov,280.0
העם היהודי,תרבות,280.0
Justice,Sin,279.5
העם היהודי,מידות וערכים,279.5
Berachot,Tefilla,279.0
Boaz,Ruth,279.0
Choice,Fetuses,279.0
Isaac,Parashat Toldot,279.0
Mitzvot,Responsibility,279.0
"Trade, Aid & Debt",Tzedakah,279.0
העם היהודי,מנהיגות,278.0
חנוכה,יחיד וחברה,278.0
Amalek,Memory,276.5
Gender,NJPS,276.5
Giving,Tzedakah,276.5
Halakhah,Maharat,276.5
Judges,Leadership,276.5
Purim,פורים,276.5
Rabbi Yehuda Ashlag,Talmud,276.5
Torah Study,Vital Transformation,276.5
מידות וערכים,מנהיגות,276.5
Abraham,Avraham,276.0
Bat Kol,Korach,276.0
Beit Hamikdash,Jerusalem,276.0
Gender,Linguistics,276.0
Hillel and Shammai,Shammai,276.0
Isaiah,Prophets,276.0
Light,Shabbat,276.0
Moses,Pharaoh,276.0
Mysticism,קבלת שבת,276.0
Passover,Women,276.0
Revelation,Theology,276.0
Shammai,Torah Study,276.0
אחריות וסולידריות,"היחס ל""אחר""",276.0
חיי אדם,מוות,276.0
Holidays,Shabbat,275.0
Penimiut,רבי אליהו ג'יאן,275.0
Rabbi Eliyahu Jian,רבי אליהו ג'יאן,275.0
Rabbi Yehuda Ashlag,רבי אליהו ג'יאן,275.0
Redemption,Sleep,275.0
Vital Transformation,רבי אליהו ג'יאן,275.0
Liturgy,Tefila,274.5
Matan Torah,Torah,274.5
Mitzvot,Tanakh,274.5
Rebuke,Tochecha,274.5
מנהיגות,תרבות,274.0
Aaron,Shmini,273.0
Happiness,Sukkot,273.0
Learning Torah,Torah Study,273.0
Light,Menorah,273.0
Naomi,Ruth,273.0
Women,נשים,273.0
אמונות ודעות,כבוד האדם,273.0
Vital Transformation,תלמוד עשר הספירות,272.5
God,Revelation,272.0
Liturgy,Shabbat,272.0
Nature,Tu Bishvat,272.0
Rashi,Tanakh,272.0
Unetaneh Tokef,Yom Kippur,272.0
Bat Kol,Civil Discourse,270.0
Creation,Prayer,270.0
Hitbodedut,Mysticism,270.0
Love,Prayer,270.0
Mysticism,התבודדות,270.0
Mysticism,זוהר,270.0
Obligation,Tanakh,270.0
Parashat Noach,People,270.0
Prayer,Tefillin,270.0
Prayer,d'Var Torah,270.0
מידות וערכים,קהילה,270.0
Holidays,Love,269.5
Rambam,Tzedakah,269.5
Rosh Hashanah,Sin,269.5
Talmud,Vital Transformation,269.5
Gratitude,Sukkot,268.0
Medical Ethics,Pregnancy,268.0
Midrash,Passover,268.0
Mishnah,Talmud,268.0
Rabbi Eliyahu Jian,תלמוד עשר הספירות,267.5
Rabbi Yehuda Tzvi Brandwein,הרב יהודה אשלג,267.5
Fasting,Tisha B'av,267.0
Abraham,Akedah,266.0
Bereshit,Genesis,266.0
Costumes,Purim,266.0
Health,Wellness,266.0
Korbanot,Tefilla,266.0
Machloket,Torah Study,266.0
Tanakh,Tefilla,266.0
אדם ומרחב,מקום,266.0
מנהיגות,קהילה,266.0
Happiness,Simcha,265.0
Israel,Jerusalem,265.0
Maimonides,Middot,265.0
Night,Redemption,265.0
Chassidut,Creation,264.0
Community,Teachers,264.0
Feminism,Midrash,264.0
Halakhah,Shabbat,264.0
Hillel and Shammai,Torah,264.0
Isaac,Toldot,264.0
Jonah,Purim,264.0
Justice,Mitzvot,264.0
Lashon Hara,Speech,264.0
Law,Purim,264.0
Law,Sukkot,264.0
Nature,Parsha,264.0
אמונות ודעות,שבועות,264.0
Book of Esther,Haman,262.5
Isaac,Sarah,262.5
Kiddush,Shabbat,262.5
Linguistics,Peshat,262.5
Linguistics,Situating Nouns,262.5
Liturgy,Tefilla,262.5
Situating Nouns,The Hebrew Language,262.5
Debate,Pirkei Avot,262.0
Book of Esther,Megillah,261.0
Education,Mitzvot,261.0
Ethics,Halacha,261.0
Gender,Sexuality,261.0
Mitzvot,Philosophy,261.0
Animals,Kashrut,260.0
Biblical Hebrew,Situating Nouns,260.0
Breishit,Genesis,260.0
Economic Justice,Shemitah,260.0
Exodus,Pesach,260.0
Jacob,Vayishlach,260.0
Justice,Rest,260.0
Kabbalat Shabbat,Shabbat,260.0
Kings,Tanakh,260.0
Korban Pesach,Passover,260.0
Law,Revelation,260.0
Law,Shammai,260.0
Middot,Rambam,260.0
Obligation,Sin,260.0
Rosh Hashanah,Unetaneh Tokef,260.0
Sukkot,Torah,260.0
Advocacy,Education,259.0
Berachot,Tzedakah,259.0
Commentary,Tzedakah,259.0
Esau,Rebecca,259.0
Ethics,Tikkun Olam,259.0
Holidays,Sin,259.0
Hunger,Tikkun Olam,259.0
Sacrifices,Tefilla,259.0
Theology,Tshuva,259.0
Argument,Korach,258.5
Deuteronomy,Devarim,258.5
Korach,Torah Study,258.0
Law & Business Ethics,Legal Text,258.0
Leah,Rachel,258.0
Linguistics,RJPS,257.5
Linguistics,NJPS,257.5
Rabbi Yehuda Ashlag,תלמוד עשר הספירות,257.5
Dairy,Shavuot,257.0
Art,Midrash,256.5
Balaam,Balak,256.5
Chanukah,Chanukiya,256.5
Chanukah,Josephus,256.5
Love,Mitzvot,256.5
Pirkei Avot,Prayer,256.5
Redemption,Shekhinah,256.5
Bal Tashchit,Trees,256.0
Education,Haggadah,256.0
Esther,God,256.0
Haggadah,Wine,256.0
Lag BaOmer,Rabbi Akiva,256.0
Love,Tanakh,256.0
Pekudei,Vayakhel,256.0
Pregnancy,Women,256.0
Rashi,Talmud,256.0
Repentance,Shofar,256.0
מנהיגות,פרשת השבוע,256.0
Middot,Pirkei Avot,255.5
Parashat Shoftim,Shoftim,255.5
Al Hanisim,Hanukkah,255.0
Chanukah,Torah,255.0
Chanukkah,Hanukkah,255.0
Haggadah,Justice,255.0
Justice,Seder,255.0
Tikkun,Zohar,255.0
Yetzer Hara,Yetzer Hatov,255.0
"היחס ל""אחר""",מעגל השנה,254.5
יחיד וחברה,מקום,253.5
Environment,Legal Text,253.0
Holidays,Mishnah,253.0
5781,Yom Kippur,252.0
Chassidut,Shofar,252.0
Choice,Community,252.0
Commentaries,Parshanut,252.0
Devash,Halacha,252.0
D’var Torah,God,252.0
Elul,Forgiveness,252.0
Environment,Water,252.0
Ethics,Image,252.0
Faith,God,252.0
God,Relationships,252.0
Grief,Mourning,252.0
Hardening of the Heart,Pharaoh,252.0
Jeremiah,Prophets,252.0
Justice,Shmittah,252.0
Korach,Law,252.0
Korbanot,Mitzvot,252.0
Lamentations,Mourning,252.0
Liturgy,Rosh Hashanah,252.0
Matzah,Seder,252.0
Mitzvot,Sacrifices,252.0
Music,Tu B'Shvat,252.0
Shavuot,Tikkun,252.0
Study,Torah Study,252.0
Torah,Tzelem Elohim,252.0
Chanukah,Sukkot,250.0
Fasting,Holidays,250.0
Justice,Kindness,250.0
Obligation,Social Justice,250.0
Shabbat,Ten Commandments,250.0
Education,Tikkun,249.0
Berachot,Parashat Eikev,248.5
Devash,Torah,248.5
D’var Torah,Midrash,248.5
Eating,Tefilla,248.5
Food,Tefilla,248.5
Haggadah,Spreading the Light 2015,248.5
Kaddish,Mourner's Kaddish,248.5
Parashat Eikev,Tefilla,248.5
Passover,Spreading the Light 2015,248.5
העם היהודי,קהילה,248.5
מעגל השנה,קהילה,248.5
Bat Kol,Torah,248.0
Candles,Hillel,248.0
Candles,Shammai,248.0
Choice,Reproductive,248.0
Death,Tanakh,248.0
Education,Pirkei Avot,248.0
Esav,Yaakov,248.0
Ethics,Pirkei Avot,248.0
Friendship,Torah,248.0
Jerusalem,Mourning,248.0
Law,Parashat Yitro,248.0
Leadership,Women,248.0
Rabbi Michael Maor,הרב יהודה אשלג,248.0
Sukkot,Water,248.0
Theology,Yom Kippur,248.0
אמונות ודעות,גוף ונפש,248.0
הרב יהודה אשלג,רבי מיכאל מאור,248.0
Abraham,Blessings,247.5
Chassidut,Parashah,247.5
Civil/Human Rights,Poverty,247.5
Creation,Image,247.5
Elul,Sin,247.5
God,Shemot,247.5
Holidays,Seder,247.5
Mitzvot,Parents,247.5
Omer,Parashat Emor,247.5
Penimiut,תלמוד עשר הספירות,247.5
Pesach,Slavery,247.5
Rambam,Teshuvah,247.5
Sacrifices,Vayikra,247.5
אמונות ודעות,מדינה,247.0
Disagreement,Hillel and Shammai,246.0
High Holidays,Justice,246.0
Learning,Tikkun,246.0
Talmud,Ten,246.0
Chanukah,Dark,245.0
Chanukah,Fire,245.0
Esther,Fasting,245.0
Hanukkah,Maccabees,245.0
Maharat,Rashi,245.0
Philosophy,Tshuva,245.0
Pirkei Avot,Speech,245.0
Student,Torah,245.0
יחיד וחברה,נפגשים בשביל ישראל,245.0
Rain,Sukkot,244.5
אמונות ודעות,סיפורים מכוננים,244.5
2020,Yom Kippur,244.0
Devash,Prayer,244.0
Ethics,Parashat Bereishit,244.0
Forgiveness,Rosh Hashanah,244.0
Free Will,Philosophy,244.0
